student_id,week,true_risk,lms_logins,attendance_pct,sentiment_score,submission_delay,forum_posts,video_completion,login_slope,attendance_drop,delay_variance,sentiment_decline,engagement_volatility,sudden_drop,behavioral_drift_score,risk_label,dropout_prob,cluster,cluster_label,risk_score,risk_level,top_triggers,intervention
89,1,low,13,0.88,0.51,1,7,0.73,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement,2.9,Low,"['Submission delay: 1 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
89,2,low,13,0.86,0.59,0,2,0.86,0.0,0.02,0.5,-0.08,0.0,0,0.007,0,0.01,1,Chronic Disengagement,0.6,Low,"['Attendance drop: 2.0%', 'Behavioral drift score: 0.007', 'LMS login decline (slope: 0.0)']",Send a gentle engagement reminder email. Consider motivational intervention program.
89,3,low,14,0.81,0.45,1,7,0.89,0.5,0.07,0.333,0.06,0.043,0,0.032,0,0.07,1,Chronic Disengagement,5.4,Low,"['Submission delay: 1 days late', 'Attendance drop: 7.0%', 'Behavioral drift score: 0.032']",Send a gentle engagement reminder email. Consider motivational intervention program.
89,4,low,13,0.86,0.47,1,4,0.72,0.1,0.02,0.25,0.04,0.038,0,0.012,0,0.04,1,Chronic Disengagement,3.8,Low,"['Submission delay: 1 days late', 'Attendance drop: 2.0%', 'Sentiment decline: 0.04']",Send a gentle engagement reminder email. Consider motivational intervention program.
89,5,low,11,0.75,0.49,0,7,0.8,-0.4,0.13,0.3,0.02,0.086,0,0.064,0,0.06,1,Chronic Disengagement,6.4,Low,"['LMS login decline (slope: -0.4)', 'Attendance drop: 13.0%', 'Behavioral drift score: 0.064']",Send a gentle engagement reminder email. Consider motivational intervention program.
89,6,low,10,0.76,0.39,1,4,0.85,-0.629,0.12,0.267,0.12,0.122,0,0.082,0,0.1,1,Chronic Disengagement,11.4,Low,"['LMS login decline (slope: -0.629)', 'Submission delay: 1 days late', 'Attendance drop: 12.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
89,7,low,14,0.74,0.44,1,2,0.54,-0.214,0.14,0.238,0.07,0.12,0,0.066,0,0.1,1,Chronic Disengagement,8.8,Low,"['LMS login decline (slope: -0.214)', 'Submission delay: 1 days late', 'Attendance drop: 14.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
89,8,low,14,0.74,0.4,1,7,0.75,-0.024,0.14,0.214,0.11,0.117,0,0.064,0,0.1,1,Chronic Disengagement,8.0,Low,"['Submission delay: 1 days late', 'Attendance drop: 14.0%', 'Behavioral drift score: 0.064']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,1,medium,9,0.54,-0.26,3,4,0.61,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement,8.6,Low,"['Submission delay: 3 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,2,medium,10,0.51,-0.29,1,7,0.89,1.0,0.03,2.0,0.03,0.074,0,0.014,1,0.04,1,Chronic Disengagement,4.0,Low,"['Submission delay: 1 days late', 'Attendance drop: 3.0%', 'Sentiment decline: 0.03']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,3,medium,8,0.36,-0.22,3,4,0.65,-0.5,0.18,1.333,-0.04,0.111,0,0.083,1,0.16,1,Chronic Disengagement,16.9,Low,"['LMS login decline (slope: -0.5)', 'Submission delay: 3 days late', 'Attendance drop: 18.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,4,medium,7,0.34,-0.46,2,7,0.73,-0.8,0.2,0.917,0.2,0.152,0,0.127,1,0.18,3,Chronic Disengagement,18.3,Low,"['LMS login decline (slope: -0.8)', 'Submission delay: 2 days late', 'Attendance drop: 20.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,5,medium,6,0.27,-0.52,1,4,0.75,-0.9,0.27,1.0,0.26,0.198,0,0.163,1,0.18,3,Chronic Disengagement,18.6,Low,"['LMS login decline (slope: -0.9)', 'Attendance drop: 27.0%', 'Behavioral drift score: 0.163']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,6,medium,5,0.19,-0.48,3,6,0.38,-0.943,0.35,0.967,0.22,0.249,0,0.188,1,0.27,3,Chronic Disengagement,26.5,Low,"['LMS login decline (slope: -0.943)', 'Submission delay: 3 days late', 'Attendance drop: 35.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,7,medium,6,0.16,-0.48,1,5,0.37,-0.75,0.38,1.0,0.22,0.247,0,0.19,1,0.22,3,Chronic Disengagement,20.4,Low,"['LMS login decline (slope: -0.75)', 'Attendance drop: 38.0%', 'Behavioral drift score: 0.19']",Send a gentle engagement reminder email. Consider motivational intervention program.
90,8,medium,6,0.14,-0.52,2,4,0.43,-0.607,0.4,0.857,0.26,0.242,0,0.197,1,0.26,3,Chronic Disengagement,23.3,Low,"['LMS login decline (slope: -0.607)', 'Attendance drop: 40.0%', 'Submission delay: 2 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,1,low,16,0.84,0.85,0,4,0.79,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement,0.0,Low,"['LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%', 'Submission delay: 0 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,2,low,14,0.75,0.8,1,6,0.88,-2.0,0.09,0.5,0.05,0.094,0,0.118,0,0.1,1,Chronic Disengagement,18.7,Low,"['LMS login decline (slope: -2.0)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.118']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,3,low,14,0.77,0.81,0,5,0.72,-1.0,0.07,0.333,0.04,0.079,0,0.07,0,0.05,1,Chronic Disengagement,8.8,Low,"['LMS login decline (slope: -1.0)', 'Attendance drop: 7.0%', 'Behavioral drift score: 0.07']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,4,low,12,0.7,0.65,0,4,0.82,-1.2,0.14,0.25,0.2,0.117,0,0.122,0,0.1,1,Chronic Disengagement,13.4,Low,"['LMS login decline (slope: -1.2)', 'Attendance drop: 14.0%', 'Behavioral drift score: 0.122']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,5,low,14,0.7,0.82,1,7,0.65,-0.6,0.14,0.3,0.03,0.101,0,0.077,0,0.1,1,Chronic Disengagement,11.0,Low,"['LMS login decline (slope: -0.6)', 'Submission delay: 1 days late', 'Attendance drop: 14.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,6,low,13,0.66,0.62,1,7,0.85,-0.486,0.18,0.3,0.23,0.096,0,0.111,0,0.14,3,Chronic Disengagement,13.1,Low,"['LMS login decline (slope: -0.486)', 'Attendance drop: 18.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,7,low,10,0.65,0.69,1,3,0.5,-0.714,0.19,0.286,0.16,0.142,0,0.115,0,0.14,3,Chronic Disengagement,14.2,Low,"['LMS login decline (slope: -0.714)', 'Attendance drop: 19.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
91,8,low,12,0.65,0.7,0,5,0.49,-0.583,0.19,0.286,0.15,0.138,0,0.109,0,0.1,1,Chronic Disengagement,10.5,Low,"['LMS login decline (slope: -0.583)', 'Attendance drop: 19.0%', 'Behavioral drift score: 0.109']",Send a gentle engagement reminder email. Consider motivational intervention program.
92,1,high,1,0.43,-0.84,2,6,0.95,0.0,0.0,0.0,0.0,,0,0.0,2,0.06,1,Chronic Disengagement,5.7,Low,"['Submission delay: 2 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
92,2,high,1,0.33,-0.94,4,5,0.66,0.0,0.1,2.0,0.1,0.0,0,0.047,2,0.17,1,Chronic Disengagement,15.1,Low,"['Submission delay: 4 days late', 'Attendance drop: 10.0%', 'Sentiment decline: 0.1']",Send a gentle engagement reminder email. Consider motivational intervention program.
92,3,high,0,0.14,-1.0,6,3,0.47,-0.5,0.29,4.0,0.16,0.866,1,0.142,2,0.32,2,Sudden Drop-off,30.0,Low,"['Submission delay: 6 days late', 'LMS login decline (slope: -0.5)', 'Attendance drop: 29.0%']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
92,4,high,1,0.05,-1.0,3,2,0.34,-0.1,0.38,2.917,0.16,0.667,0,0.157,2,0.26,3,Chronic Disengagement,21.4,Low,"['Submission delay: 3 days late', 'Attendance drop: 38.0%', 'Behavioral drift score: 0.157']",Send a gentle engagement reminder email. Consider motivational intervention program.
92,5,high,0,0.0,-1.0,2,3,0.43,-0.2,0.43,2.8,0.16,0.913,1,0.178,2,0.26,2,Sudden Drop-off,20.6,Low,"['Attendance drop: 43.0%', 'Submission delay: 2 days late', 'LMS login decline (slope: -0.2)']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
92,6,high,0,0.0,-1.0,4,0,0.12,-0.2,0.43,2.3,0.16,1.095,0,0.178,2,0.31,0,Emotional Distress,26.4,Low,"['Submission delay: 4 days late', 'Attendance drop: 43.0%', 'LMS login decline (slope: -0.2)']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
92,7,high,0,0.0,-1.0,5,1,0.15,-0.179,0.43,2.238,0.16,1.247,0,0.178,2,0.34,0,Emotional Distress,29.1,Low,"['Submission delay: 5 days late', 'Attendance drop: 43.0%', 'LMS login decline (slope: -0.179)']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
92,8,high,0,0.0,-1.0,3,1,0.0,-0.155,0.43,1.982,0.16,1.38,0,0.177,2,0.28,0,Emotional Distress,23.2,Low,"['Attendance drop: 43.0%', 'Submission delay: 3 days late', 'Behavioral drift score: 0.177']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
93,1,low,20,0.99,0.35,1,2,0.86,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement,2.9,Low,"['Submission delay: 1 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
93,2,low,20,0.94,0.3,0,5,0.86,0.0,0.05,0.5,0.05,0.0,0,0.024,0,0.03,1,Chronic Disengagement,1.9,Low,"['Attendance drop: 5.0%', 'Sentiment decline: 0.05', 'Behavioral drift score: 0.024']",Send a gentle engagement reminder email. Consider motivational intervention program.
93,3,low,18,0.93,0.31,1,2,0.93,-1.0,0.06,0.333,0.04,0.06,0,0.066,0,0.07,1,Chronic Disengagement,11.3,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.066']",Send a gentle engagement reminder email. Consider motivational intervention program.
93,4,low,15,0.88,0.22,1,2,0.64,-1.7,0.11,0.25,0.13,0.129,0,0.123,0,0.11,1,Chronic Disengagement,18.0,Low,"['LMS login decline (slope: -1.7)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.123']",Send a gentle engagement reminder email. Consider motivational intervention program.
93,5,low,18,0.86,0.36,0,5,0.81,-0.9,0.13,0.3,-0.01,0.113,0,0.081,0,0.06,1,Chronic Disengagement,9.5,Low,"['LMS login decline (slope: -0.9)', 'Attendance drop: 13.0%', 'Behavioral drift score: 0.081']",Send a gentle engagement reminder email. Consider motivational intervention program.
93,6,low,17,0.86,0.34,1,6,0.82,-0.686,0.13,0.267,0.01,0.105,0,0.074,0,0.09,1,Chronic Disengagement,11.0,Low,"['LMS login decline (slope: -0.686)', 'Submission delay: 1 days late', 'Attendance drop: 13.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
93,7,low,18,0.83,0.27,1,6,0.51,-0.429,0.16,0.238,0.08,0.096,0,0.083,0,0.11,1,Chronic Disengagement,10.9,Low,"['LMS login decline (slope: -0.429)', 'Attendance drop: 16.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
93,8,low,18,0.81,0.21,1,3,0.62,-0.286,0.18,0.214,0.14,0.089,0,0.092,0,0.12,1,Chronic Disengagement,11.0,Low,"['LMS login decline (slope: -0.286)', 'Attendance drop: 18.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,1,low,13,1.0,0.84,0,6,0.87,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement,0.0,Low,"['LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%', 'Submission delay: 0 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,2,low,9,0.99,0.71,0,4,0.61,-4.0,0.01,0.0,0.13,0.257,0,0.18,0,0.07,1,Chronic Disengagement,27.0,Low,"['LMS login decline (slope: -4.0)', 'Behavioral drift score: 0.18', 'Sentiment decline: 0.13']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,3,low,12,0.97,0.77,1,7,0.85,-0.5,0.03,0.333,0.07,0.184,0,0.039,0,0.06,1,Chronic Disengagement,7.5,Low,"['LMS login decline (slope: -0.5)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.039']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,4,low,8,0.95,0.73,0,7,0.59,-1.2,0.05,0.25,0.11,0.227,0,0.079,0,0.05,1,Chronic Disengagement,10.1,Low,"['LMS login decline (slope: -1.2)', 'Behavioral drift score: 0.079', 'Sentiment decline: 0.11']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,5,low,11,0.96,0.69,1,3,0.65,-0.5,0.04,0.3,0.15,0.196,0,0.053,0,0.07,1,Chronic Disengagement,8.5,Low,"['LMS login decline (slope: -0.5)', 'Submission delay: 1 days late', 'Sentiment decline: 0.15']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,6,low,9,0.89,0.73,0,7,0.55,-0.514,0.11,0.267,0.11,0.19,0,0.073,0,0.07,1,Chronic Disengagement,7.4,Low,"['LMS login decline (slope: -0.514)', 'Attendance drop: 11.0%', 'Behavioral drift score: 0.073']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,7,low,7,0.83,0.63,1,4,0.54,-0.679,0.17,0.286,0.21,0.222,0,0.113,0,0.13,3,Chronic Disengagement,13.9,Low,"['LMS login decline (slope: -0.679)', 'Attendance drop: 17.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
94,8,low,11,0.9,0.65,0,6,0.49,-0.357,0.1,0.268,0.19,0.207,0,0.073,0,0.07,1,Chronic Disengagement,6.8,Low,"['LMS login decline (slope: -0.357)', 'Attendance drop: 10.0%', 'Sentiment decline: 0.19']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,1,medium,9,0.67,0.31,3,4,0.93,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement,8.6,Low,"['Submission delay: 3 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,2,medium,8,0.64,0.41,3,5,0.77,-1.0,0.03,0.0,-0.1,0.083,0,0.05,1,0.11,1,Chronic Disengagement,15.8,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 3 days late', 'Behavioral drift score: 0.05']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,3,medium,5,0.56,0.27,1,2,0.68,-2.0,0.11,1.333,0.04,0.284,0,0.124,1,0.1,1,Chronic Disengagement,19.1,Low,"['LMS login decline (slope: -2.0)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.124']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,4,medium,8,0.54,0.18,3,2,0.67,-0.6,0.13,1.0,0.13,0.231,0,0.086,1,0.16,1,Chronic Disengagement,17.3,Low,"['LMS login decline (slope: -0.6)', 'Submission delay: 3 days late', 'Attendance drop: 13.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,5,medium,6,0.48,0.08,1,4,0.66,-0.6,0.19,1.2,0.23,0.228,0,0.119,1,0.14,3,Chronic Disengagement,14.1,Low,"['LMS login decline (slope: -0.6)', 'Attendance drop: 19.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,6,medium,7,0.39,0.19,3,5,0.61,-0.371,0.28,1.067,0.12,0.205,0,0.128,1,0.22,3,Chronic Disengagement,20.0,Low,"['Submission delay: 3 days late', 'LMS login decline (slope: -0.371)', 'Attendance drop: 28.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,7,medium,7,0.29,-0.01,3,5,0.56,-0.25,0.38,0.952,0.32,0.188,0,0.183,1,0.29,3,Chronic Disengagement,23.8,Low,"['Submission delay: 3 days late', 'Attendance drop: 38.0%', 'LMS login decline (slope: -0.25)']",Send a gentle engagement reminder email. Consider motivational intervention program.
95,8,medium,5,0.25,-0.1,2,1,0.22,-0.345,0.42,0.839,0.41,0.212,0,0.212,1,0.29,3,Chronic Disengagement,23.5,Low,"['Attendance drop: 42.0%', 'LMS login decline (slope: -0.345)', 'Submission delay: 2 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
96,1,medium,6,0.62,0.36,3,7,0.62,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement,8.6,Low,"['Submission delay: 3 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
96,2,medium,4,0.56,0.11,3,4,0.82,-2.0,0.06,0.0,0.25,0.283,0,0.132,1,0.17,1,Chronic Disengagement,25.3,Low,"['LMS login decline (slope: -2.0)', 'Submission delay: 3 days late', 'Behavioral drift score: 0.132']",Send a gentle engagement reminder email. Consider motivational intervention program.
96,3,medium,6,0.44,0.17,1,4,0.8,-0.0,0.18,1.333,0.19,0.217,0,0.087,1,0.13,1,Chronic Disengagement,9.7,Low,"['Attendance drop: 18.0%', 'Submission delay: 1 days late', 'Sentiment decline: 0.19']",Send a gentle engagement reminder email. Consider motivational intervention program.
96,4,medium,4,0.37,0.16,3,4,0.78,-0.4,0.25,1.0,0.2,0.231,0,0.128,1,0.22,3,Chronic Disengagement,20.0,Low,"['Submission delay: 3 days late', 'LMS login decline (slope: -0.4)', 'Attendance drop: 25.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
96,5,medium,5,0.31,0.06,2,4,0.5,-0.2,0.31,0.8,0.3,0.2,0,0.154,1,0.23,3,Chronic Disengagement,18.5,Low,"['Attendance drop: 31.0%', 'Submission delay: 2 days late', 'LMS login decline (slope: -0.2)']",Send a gentle engagement reminder email. Consider motivational intervention program.
96,6,medium,6,0.29,0.01,1,5,0.61,0.029,0.33,0.967,0.35,0.19,0,0.159,1,0.21,3,Chronic Disengagement,15.3,Low,"['Attendance drop: 33.0%', 'Sentiment decline: 0.35', 'Behavioral drift score: 0.159']",Send a gentle engagement reminder email. Consider motivational intervention program.
96,7,medium,1,0.27,-0.07,1,6,0.36,-0.429,0.35,1.0,0.43,0.397,1,0.193,1,0.23,2,Sudden Drop-off,19.3,Low,"['LMS login decline (slope: -0.429)', 'Attendance drop: 35.0%', 'Sentiment decline: 0.43']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
96,8,medium,4,0.21,-0.21,3,1,0.41,-0.333,0.41,0.982,0.57,0.376,0,0.228,1,0.33,0,Emotional Distress,27.4,Low,"['Submission delay: 3 days late', 'Attendance drop: 41.0%', 'LMS login decline (slope: -0.333)']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
97,1,high,0,0.53,-0.55,5,2,0.64,0.0,0.0,0.0,0.0,,0,0.0,2,0.14,1,Chronic Disengagement,14.3,Low,"['Submission delay: 5 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
97,2,high,2,0.4,-0.68,2,4,0.48,2.0,0.13,4.5,0.13,1.414,0,0.062,2,0.13,0,Emotional Distress,10.6,Low,"['Submission delay: 2 days late', 'Attendance drop: 13.0%', 'Sentiment decline: 0.13']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
97,3,high,1,0.3,-0.74,5,2,0.38,0.5,0.23,3.0,0.19,1.0,1,0.104,2,0.26,2,Sudden Drop-off,22.5,Low,"['Submission delay: 5 days late', 'Attendance drop: 23.0%', 'Behavioral drift score: 0.104']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
97,4,high,0,0.21,-0.82,3,1,0.3,-0.1,0.32,2.25,0.27,1.277,1,0.15,2,0.25,2,Sudden Drop-off,20.7,Low,"['Submission delay: 3 days late', 'Attendance drop: 32.0%', 'Behavioral drift score: 0.15']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
97,5,high,0,0.02,-0.96,3,5,0.47,-0.2,0.51,1.8,0.41,1.491,0,0.238,2,0.35,0,Emotional Distress,28.0,Low,"['Attendance drop: 51.0%', 'Submission delay: 3 days late', 'Behavioral drift score: 0.238']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
97,6,high,0,0.0,-1.0,3,2,0.29,-0.2,0.53,1.5,0.45,1.673,0,0.25,2,0.36,0,Emotional Distress,28.9,Low,"['Attendance drop: 53.0%', 'Submission delay: 3 days late', 'Behavioral drift score: 0.25']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
97,7,high,0,0.0,-1.0,3,0,0.0,-0.179,0.53,1.286,0.45,1.836,0,0.249,2,0.36,0,Emotional Distress,28.8,Low,"['Attendance drop: 53.0%', 'Submission delay: 3 days late', 'Behavioral drift score: 0.249']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
97,8,high,2,0.0,-1.0,5,0,0.03,0.012,0.53,1.411,0.45,1.466,0,0.242,2,0.42,0,Emotional Distress,33.3,Medium,"['Submission delay: 5 days late', 'Attendance drop: 53.0%', 'Behavioral drift score: 0.242']",Schedule a peer mentor check-in within 3 days. Priority counseling referral — emotional indicators elevated.
98,1,medium,4,0.58,-0.04,1,2,0.81,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement,2.9,Low,"['Submission delay: 1 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
98,2,medium,2,0.56,-0.08,2,7,0.67,-2.0,0.02,0.5,0.04,0.471,1,0.092,1,0.09,2,Sudden Drop-off,19.4,Low,"['LMS login decline (slope: -2.0)', 'Submission delay: 2 days late', 'Behavioral drift score: 0.092']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
98,3,medium,2,0.51,-0.08,2,3,0.59,-1.0,0.07,0.333,0.04,0.433,0,0.07,1,0.1,1,Chronic Disengagement,14.5,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 2 days late', 'Attendance drop: 7.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
98,4,medium,5,0.4,-0.13,3,3,0.49,0.3,0.18,0.667,0.09,0.462,0,0.074,1,0.17,1,Chronic Disengagement,14.5,Low,"['Submission delay: 3 days late', 'Attendance drop: 18.0%', 'Behavioral drift score: 0.074']",Send a gentle engagement reminder email. Consider motivational intervention program.
98,5,medium,4,0.33,-0.28,1,2,0.59,0.3,0.25,0.7,0.24,0.395,0,0.117,1,0.16,3,Chronic Disengagement,12.1,Low,"['Attendance drop: 25.0%', 'Submission delay: 1 days late', 'Sentiment decline: 0.24']",Send a gentle engagement reminder email. Consider motivational intervention program.
98,6,medium,4,0.27,-0.24,2,5,0.61,0.257,0.31,0.567,0.2,0.35,0,0.133,1,0.21,3,Chronic Disengagement,16.3,Low,"['Attendance drop: 31.0%', 'Submission delay: 2 days late', 'Behavioral drift score: 0.133']",Send a gentle engagement reminder email. Consider motivational intervention program.
98,7,medium,2,0.24,-0.31,3,5,0.35,0.0,0.34,0.667,0.27,0.382,1,0.153,1,0.26,2,Sudden Drop-off,20.6,Low,"['Submission delay: 3 days late', 'Attendance drop: 34.0%', 'Behavioral drift score: 0.153']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
98,8,medium,4,0.19,-0.41,1,3,0.2,0.06,0.39,0.696,0.37,0.352,0,0.183,1,0.24,3,Chronic Disengagement,17.2,Low,"['Attendance drop: 39.0%', 'Sentiment decline: 0.37', 'Behavioral drift score: 0.183']",Send a gentle engagement reminder email. Consider motivational intervention program.
99,1,medium,5,0.63,0.16,2,4,0.93,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement,5.7,Low,"['Submission delay: 2 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
99,2,medium,4,0.55,0.19,2,3,0.87,-1.0,0.08,0.0,-0.03,0.157,0,0.068,1,0.1,1,Chronic Disengagement,14.4,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 2 days late', 'Attendance drop: 8.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
99,3,medium,4,0.55,0.15,3,4,0.86,-0.5,0.08,0.333,0.01,0.133,0,0.049,1,0.13,1,Chronic Disengagement,14.1,Low,"['LMS login decline (slope: -0.5)', 'Submission delay: 3 days late', 'Attendance drop: 8.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
99,4,medium,5,0.45,-0.03,1,2,0.43,-0.0,0.18,0.667,0.19,0.128,0,0.087,1,0.13,1,Chronic Disengagement,9.7,Low,"['Attendance drop: 18.0%', 'Submission delay: 1 days late', 'Sentiment decline: 0.19']",Send a gentle engagement reminder email. Consider motivational intervention program.
99,5,medium,6,0.41,0.06,3,2,0.58,0.3,0.22,0.7,0.1,0.174,0,0.09,1,0.19,1,Chronic Disengagement,15.7,Low,"['Submission delay: 3 days late', 'Attendance drop: 22.0%', 'Behavioral drift score: 0.09']",Send a gentle engagement reminder email. Consider motivational intervention program.
99,6,medium,3,0.3,-0.06,3,3,0.37,-0.086,0.33,0.667,0.22,0.233,1,0.146,1,0.25,2,Sudden Drop-off,20.4,Low,"['Submission delay: 3 days late', 'Attendance drop: 33.0%', 'Behavioral drift score: 0.146']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
99,7,medium,4,0.25,-0.09,3,6,0.44,-0.107,0.38,0.619,0.25,0.22,0,0.169,1,0.28,3,Chronic Disengagement,22.3,Low,"['Submission delay: 3 days late', 'Attendance drop: 38.0%', 'Behavioral drift score: 0.169']",Send a gentle engagement reminder email. Consider motivational intervention program.
99,8,medium,3,0.26,-0.21,2,3,0.37,-0.19,0.37,0.554,0.37,0.244,0,0.183,1,0.26,3,Chronic Disengagement,20.7,Low,"['Attendance drop: 37.0%', 'Submission delay: 2 days late', 'LMS login decline (slope: -0.19)']",Send a gentle engagement reminder email. Consider motivational intervention program.
100,1,low,12,0.82,0.6,1,6,0.65,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement,2.9,Low,"['Submission delay: 1 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
100,2,low,8,0.72,0.65,0,5,0.6,-4.0,0.1,0.5,-0.05,0.283,0,0.195,0,0.09,1,Chronic Disengagement,28.5,Low,"['LMS login decline (slope: -4.0)', 'Behavioral drift score: 0.195', 'Attendance drop: 10.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
100,3,low,9,0.74,0.61,0,2,0.93,-1.5,0.08,0.333,-0.01,0.215,0,0.088,0,0.05,1,Chronic Disengagement,11.9,Low,"['LMS login decline (slope: -1.5)', 'Behavioral drift score: 0.088', 'Attendance drop: 8.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
